Student_ID,Age,Gender,Grade,Section,Math_Score,Science_Score,English_Score,Social_Score,Computer_Score,Attendance_Percentage,Study_Hours,Homework_Completion,Parent_Education,Family_Income,Transport_Mode,Distance_from_School_km,Extra_Curricular,Sports_Participation,Discipline_Record,Library_Usage,Internet_Access,Online_Class_Attendance,Health_Issues,Scholarship,Exam_Stress_Level,Teacher_Feedback,Peer_Interaction,Result_Status
1680,10,Female,11,C,43,81,69,63,53,98,6,Yes,Post Graduate,78094,Bus,12.92,Music,No,Poor,High,Yes,Regular,None,Yes,High,Average,Medium,Pass
1681,10,Male,1,C,74,95,62,90,92,87,1,No,Post Graduate,85647,Bus,15.98,Sports,Yes,Poor,Medium,No,Regular,Chronic,Yes,Medium,Average,Medium,Pass
1682,6,Female,4,C,75,96,98,90,38,89,6,Yes,Post Graduate,36588,Cycle,8.64,Dance,No,Poor,Medium,No,Regular,None,No,Low,Good,Low,Pass
1683,11,Male,5,C,40,53,62,64,78,96,4,Yes,Graduate,43391,Cycle,17.8,None,No,Average,Medium,No,Irregular,None,No,Medium,Excellent,High,Fail
1684,9,Female,9,A,45,41,35,84,78,73,3,Yes,High School,71019,Cycle,14.3,Dance,No,Good,High,No,Regular,Minor,Yes,High,Good,Low,Pass
1685,7,Female,4,A,70,96,88,49,80,72,6,Yes,High School,76500,Bus,9.99,Sports,Yes,Average,High,No,Irregular,Minor,No,Medium,Good,Low,Pass
1686,14,Female,8,D,47,83,37,58,41,67,3,Yes,High School,39065,Walk,8.12,None,Yes,Good,Low,No,Irregular,Chronic,No,Low,Excellent,Medium,Fail
1687,12,Male,3,A,61,36,47,85,99,98,4,No,Graduate,42350,Walk,3.47,Dance,Yes,Poor,Low,Yes,Irregular,Minor,Yes,High,Excellent,Low,Pass
1688,17,Female,8,C,68,55,51,88,67,97,6,No,Post Graduate,98680,Van,15.66,Sports,Yes,Good,Medium,No,Irregular,None,No,Medium,Average,High,Pass
1689,5,Female,12,D,45,61,49,99,77,77,7,Yes,High School,39638,Bus,11.38,Music,Yes,Poor,Medium,No,Irregular,Minor,No,High,Good,Low,Pass
1690,14,Male,5,A,39,99,40,69,77,81,5,Yes,Post Graduate,82602,Walk,11.44,Sports,No,Average,Medium,Yes,Regular,Chronic,Yes,Medium,Average,Low,Fail
1691,8,Female,1,B,98,41,70,53,43,66,5,No,Graduate,72762,Van,19.1,None,Yes,Poor,High,Yes,Irregular,None,Yes,High,Excellent,Medium,Fail
1692,15,Male,2,B,36,35,78,97,50,89,4,Yes,Post Graduate,15875,Van,10.45,Sports,No,Good,High,No,Irregular,Minor,Yes,High,Good,High,Pass
1693,12,Female,4,A,69,56,54,99,92,88,7,Yes,High School,13221,Van,12.32,Dance,No,Average,High,Yes,Irregular,None,Yes,Medium,Good,High,Fail
1694,10,Male,9,C,70,96,84,55,86,89,4,Yes,Post Graduate,92745,Van,17.72,Sports,No,Poor,Low,No,Regular,Chronic,Yes,High,Average,Medium,Pass
1695,5,Female,11,B,40,35,40,58,91,76,1,Yes,Post Graduate,14184,Cycle,4.68,Sports,No,Poor,Medium,Yes,Regular,Chronic,No,Medium,Average,High,Fail
1696,10,Female,10,C,48,91,52,36,64,75,7,Yes,High School,94143,Walk,15.37,Music,No,Good,High,Yes,Irregular,None,No,Medium,Average,High,Fail
1697,9,Female,3,C,35,90,90,49,91,62,2,Yes,Post Graduate,84948,Van,6.74,Music,Yes,Average,Medium,Yes,Irregular,Minor,Yes,Low,Good,High,Pass
1698,13,Female,9,D,78,38,88,87,96,98,5,Yes,High School,38474,Van,5.43,Dance,Yes,Poor,Medium,No,Regular,None,No,Low,Average,Medium,Pass
1699,7,Female,11,C,70,81,72,47,42,81,5,Yes,High School,17168,Walk,14.66,Music,Yes,Good,Medium,No,Irregular,None,Yes,Low,Excellent,Medium,Fail
1700,8,Male,10,C,92,65,76,77,86,66,1,Yes,High School,63798,Walk,17.99,Dance,Yes,Average,High,No,Irregular,None,Yes,Low,Average,Low,Pass
1701,7,Male,1,B,57,61,55,48,83,62,4,Yes,Graduate,82139,Bus,8.68,Music,Yes,Poor,Low,Yes,Regular,None,No,High,Average,Medium,Fail
1702,8,Male,6,A,45,38,89,42,80,89,4,Yes,Post Graduate,83100,Bus,14.27,Dance,Yes,Average,Medium,Yes,Irregular,Minor,Yes,Low,Average,Low,Pass
1703,14,Female,9,C,40,43,85,76,35,99,4,No,High School,68808,Walk,13.65,Dance,No,Average,Medium,No,Regular,Chronic,Yes,Medium,Good,High,Pass
1704,10,Female,12,B,91,99,72,40,66,88,7,Yes,High School,22173,Walk,3.57,Music,Yes,Average,Medium,No,Irregular,None,No,Low,Excellent,Medium,Pass
1705,8,Female,9,C,38,40,38,60,97,81,5,Yes,Post Graduate,67293,Bus,13.93,Dance,No,Poor,Low,Yes,Irregular,None,Yes,Medium,Excellent,Low,Pass
1706,8,Female,8,D,57,45,39,85,58,78,1,Yes,Post Graduate,15576,Cycle,10.71,Dance,No,Good,Medium,No,Regular,Minor,Yes,Medium,Excellent,Low,Fail
1707,12,Male,10,A,37,43,54,87,58,62,1,Yes,High School,33285,Cycle,1.76,Dance,No,Good,High,No,Regular,Chronic,No,Medium,Average,Medium,Fail
1708,16,Male,8,D,98,79,98,79,70,99,6,Yes,Graduate,30349,Bus,15.09,Music,Yes,Average,High,Yes,Regular,Chronic,Yes,High,Excellent,High,Pass
1709,14,Male,8,B,42,51,40,58,96,71,3,No,Post Graduate,74122,Walk,15.61,Music,Yes,Average,Low,No,Regular,None,No,Low,Excellent,Low,Pass
1710,11,Female,1,C,52,85,61,56,36,74,2,Yes,High School,80720,Cycle,8.61,Music,Yes,Average,Low,No,Regular,Minor,Yes,High,Excellent,Low,Pass
1711,15,Male,12,A,44,99,97,40,37,61,2,No,Post Graduate,68345,Walk,4.47,Music,Yes,Poor,Medium,Yes,Regular,Minor,Yes,High,Good,Low,Pass
1712,9,Male,8,C,79,71,97,90,77,81,7,Yes,Post Graduate,26778,Van,15.75,Sports,Yes,Average,High,Yes,Regular,None,No,High,Good,High,Fail
1713,5,Female,6,C,41,40,66,51,62,65,3,No,High School,63118,Walk,18.77,None,Yes,Good,High,No,Irregular,Minor,No,Medium,Good,Low,Fail
1714,14,Female,8,B,39,98,44,76,61,70,7,Yes,High School,37019,Van,16.28,Sports,No,Good,Low,Yes,Irregular,None,No,Low,Excellent,Low,Pass
1715,9,Male,7,C,93,67,80,35,43,88,2,Yes,Graduate,16226,Walk,2.35,Music,No,Average,Medium,Yes,Regular,Chronic,Yes,High,Good,Low,Pass
1716,12,Female,11,A,56,83,80,80,68,64,1,No,High School,11433,Van,3.97,Dance,Yes,Average,Medium,No,Regular,None,Yes,High,Excellent,Medium,Fail
1717,6,Female,12,A,36,65,80,99,93,83,4,Yes,Post Graduate,43938,Walk,1.25,Music,No,Poor,Low,Yes,Regular,Chronic,Yes,Medium,Excellent,Low,Fail
1718,10,Male,8,B,70,99,40,47,77,63,1,No,Graduate,61728,Bus,17.56,Dance,No,Good,Medium,Yes,Regular,Chronic,Yes,Medium,Average,High,Fail
1719,9,Male,10,D,98,35,46,81,67,71,4,No,Graduate,54342,Van,3.35,Dance,No,Poor,Medium,No,Irregular,Chronic,No,High,Excellent,Medium,Fail
1720,7,Female,6,A,63,43,89,73,71,61,5,No,High School,96242,Cycle,13.62,None,No,Average,Low,Yes,Irregular,Minor,Yes,Low,Excellent,Medium,Pass
1721,15,Female,9,C,72,88,35,85,95,83,5,No,Graduate,66724,Cycle,1.43,Sports,Yes,Poor,High,Yes,Regular,None,No,Low,Average,Low,Pass
1722,6,Female,8,A,51,36,42,95,74,67,4,No,High School,32087,Van,11.1,Sports,Yes,Good,Low,No,Regular,None,No,Low,Excellent,Medium,Fail
1723,5,Male,11,A,72,45,85,70,78,88,6,Yes,Post Graduate,80626,Walk,16.97,Dance,Yes,Average,High,Yes,Regular,Chronic,Yes,High,Good,Low,Fail
1724,9,Female,7,D,37,64,83,51,90,68,5,No,Graduate,49836,Van,3.53,None,No,Poor,Low,Yes,Regular,Minor,No,Medium,Good,High,Fail
1725,13,Female,5,C,97,94,72,59,78,70,3,Yes,Post Graduate,39036,Van,19.77,None,No,Good,Medium,No,Irregular,None,Yes,Medium,Good,High,Pass
1726,10,Male,2,B,53,51,57,43,91,64,7,Yes,Graduate,32943,Cycle,14.22,None,Yes,Good,Medium,No,Irregular,Minor,Yes,Low,Good,Low,Pass
1727,10,Female,5,B,63,36,94,90,97,98,6,No,Post Graduate,33754,Van,6.76,None,No,Poor,Low,No,Irregular,Chronic,No,High,Excellent,Low,Fail
1728,12,Female,7,C,43,94,91,74,46,81,1,No,High School,72734,Bus,4.09,Dance,Yes,Poor,High,No,Regular,Chronic,No,High,Average,Medium,Pass
1729,9,Male,3,B,62,64,43,89,48,78,1,Yes,High School,15245,Bus,4.51,None,Yes,Average,High,Yes,Regular,None,Yes,Low,Average,Low,Pass
1730,14,Male,6,D,69,88,39,40,62,79,5,Yes,High School,51638,Walk,12.94,Sports,Yes,Average,Medium,Yes,Irregular,None,Yes,High,Good,High,Pass
1731,13,Female,5,B,55,70,82,52,92,98,4,No,Graduate,54180,Van,7.17,Music,Yes,Poor,Medium,No,Irregular,None,No,High,Average,Medium,Fail
1732,9,Female,1,A,59,47,72,42,53,62,3,No,Graduate,29433,Bus,19.43,None,Yes,Average,High,Yes,Irregular,Chronic,Yes,Low,Average,High,Pass
1733,14,Female,3,C,79,55,57,56,46,78,7,Yes,Graduate,11008,Walk,8.1,None,Yes,Poor,High,Yes,Irregular,None,Yes,High,Good,High,Fail
1734,7,Male,2,C,79,95,56,74,72,93,7,No,Post Graduate,24627,Walk,10.54,Music,No,Good,Medium,Yes,Regular,Minor,No,High,Good,High,Pass
1735,17,Female,9,D,35,49,88,97,99,71,1,No,Post Graduate,41331,Walk,17.26,Sports,Yes,Good,Low,Yes,Irregular,Chronic,No,Low,Excellent,Low,Pass
1736,7,Male,12,C,78,81,99,36,39,60,4,Yes,Post Graduate,91384,Cycle,1.91,Dance,No,Good,Low,Yes,Irregular,None,Yes,Medium,Good,Medium,Pass
1737,9,Male,10,C,47,43,54,85,41,85,2,No,Graduate,79604,Walk,1.08,Music,Yes,Poor,Medium,Yes,Irregular,None,No,Medium,Average,High,Fail
1738,17,Male,2,A,84,85,41,81,96,87,4,Yes,Post Graduate,51799,Bus,18.9,None,Yes,Good,High,No,Irregular,None,No,Low,Average,Low,Fail
1739,17,Female,1,C,98,93,81,77,78,65,2,Yes,Post Graduate,37887,Bus,17.35,Music,Yes,Poor,High,Yes,Regular,None,Yes,Low,Good,Medium,Fail
1740,12,Female,11,A,41,43,92,95,45,79,3,No,Post Graduate,79939,Cycle,18.06,Music,Yes,Poor,High,Yes,Regular,Chronic,No,High,Good,High,Pass
1741,8,Male,4,A,55,43,95,54,39,72,1,No,Graduate,60226,Walk,13.47,None,Yes,Poor,Low,No,Irregular,None,No,High,Good,Low,Fail
1742,11,Male,1,B,81,97,88,82,54,84,4,Yes,Graduate,56051,Walk,19.57,Sports,No,Poor,Low,Yes,Irregular,Chronic,No,Medium,Average,High,Pass
1743,8,Female,3,B,94,81,67,56,51,64,3,Yes,Graduate,57826,Van,12.44,Sports,No,Poor,Medium,No,Irregular,None,No,Low,Good,Medium,Pass
1744,6,Male,10,B,71,58,91,51,49,81,3,Yes,High School,85828,Walk,11.64,Dance,Yes,Good,Medium,No,Regular,None,No,Low,Excellent,Low,Pass
1745,9,Male,10,B,64,97,68,41,74,62,3,No,Post Graduate,14721,Van,12.96,Dance,No,Poor,High,Yes,Irregular,None,Yes,Medium,Average,Low,Pass
1746,15,Female,1,A,98,93,89,97,94,62,6,Yes,High School,19189,Van,17.0,Dance,Yes,Good,Low,Yes,Regular,Minor,Yes,Low,Average,Medium,Pass
1747,15,Male,11,B,61,72,97,52,41,80,6,No,High School,70432,Van,16.77,Dance,Yes,Good,Medium,No,Regular,Minor,No,Low,Good,Low,Fail
1748,10,Female,11,A,38,62,88,64,37,60,7,No,High School,54756,Bus,6.72,Dance,Yes,Poor,Medium,No,Irregular,Chronic,No,Low,Average,Low,Pass
1749,5,Female,4,B,90,50,81,75,93,95,3,No,Graduate,63912,Bus,18.56,None,Yes,Good,Medium,Yes,Regular,Chronic,No,Low,Average,Medium,Fail
1750,5,Male,12,C,75,89,37,36,97,63,6,No,Graduate,38918,Cycle,14.31,None,No,Good,Low,Yes,Regular,Minor,Yes,Medium,Excellent,Low,Pass
1751,17,Male,2,C,66,87,62,35,94,84,4,No,High School,87727,Cycle,9.18,Sports,No,Good,Low,No,Irregular,Minor,No,Low,Good,High,Fail
1752,13,Male,3,A,82,77,95,38,40,81,3,No,High School,94497,Walk,16.93,Sports,No,Poor,Medium,Yes,Irregular,None,Yes,High,Excellent,High,Fail
1753,5,Male,6,D,43,88,73,69,92,83,7,Yes,Graduate,74964,Walk,1.34,Dance,Yes,Good,High,No,Irregular,None,No,Medium,Excellent,Medium,Pass
1754,6,Male,12,C,40,59,64,92,84,87,7,No,High School,47352,Van,16.78,None,Yes,Average,Low,Yes,Irregular,None,No,Medium,Excellent,Medium,Pass
1755,10,Male,7,D,55,86,46,92,88,80,6,Yes,High School,27682,Van,18.79,Dance,No,Average,High,No,Irregular,Chronic,No,Low,Average,Medium,Pass
1756,16,Female,1,A,35,72,35,46,37,97,5,Yes,Post Graduate,44699,Bus,16.41,Dance,Yes,Average,Medium,Yes,Irregular,Chronic,No,Low,Excellent,Medium,Fail
1757,8,Male,5,B,48,67,65,97,86,64,4,Yes,Graduate,10253,Van,8.47,None,Yes,Average,High,No,Irregular,Minor,No,Medium,Excellent,Medium,Pass
1758,14,Male,11,C,74,88,75,38,77,87,4,Yes,High School,57513,Cycle,1.69,None,Yes,Average,Medium,No,Irregular,Minor,No,Low,Excellent,High,Fail
1759,8,Female,1,C,86,85,51,41,73,86,7,No,Post Graduate,54337,Walk,0.72,Sports,Yes,Poor,Medium,Yes,Regular,Chronic,No,High,Average,Low,Fail
1760,9,Female,10,C,46,80,72,45,39,93,4,No,Graduate,17740,Walk,16.2,Sports,No,Average,Low,Yes,Regular,None,Yes,Low,Average,High,Fail
1761,10,Male,1,D,43,91,97,49,73,97,4,No,Graduate,61365,Cycle,2.02,Dance,Yes,Good,High,Yes,Irregular,None,No,High,Average,High,Pass
1762,17,Male,9,D,88,42,51,74,48,67,5,No,Post Graduate,43843,Walk,19.69,Dance,Yes,Good,Medium,No,Irregular,Chronic,No,High,Excellent,Medium,Pass
1763,6,Male,4,A,84,61,58,63,45,61,2,No,High School,76661,Van,12.44,None,No,Poor,Low,Yes,Regular,None,Yes,Low,Average,Low,Fail
1764,8,Male,12,C,73,55,78,79,61,71,3,No,High School,46357,Bus,8.41,Sports,No,Poor,High,Yes,Irregular,None,Yes,Medium,Good,Low,Pass
1765,17,Male,5,B,57,61,49,39,88,93,6,No,Post Graduate,89627,Walk,9.86,Dance,Yes,Good,Medium,Yes,Irregular,Chronic,No,Low,Excellent,High,Pass
1766,13,Female,4,B,59,49,40,36,93,94,1,No,Graduate,37824,Van,9.8,Music,No,Poor,Low,Yes,Regular,Minor,Yes,Medium,Average,Low,Fail
1767,12,Male,10,B,53,40,93,39,82,60,5,No,High School,56582,Van,12.36,Sports,Yes,Average,Medium,Yes,Irregular,Minor,Yes,High,Average,High,Pass
1768,13,Female,3,A,53,98,75,39,54,88,7,Yes,Post Graduate,74812,Bus,11.22,Sports,Yes,Poor,Low,Yes,Irregular,Minor,Yes,High,Average,Low,Pass
1769,13,Female,8,A,48,55,87,98,35,95,1,No,Graduate,51938,Van,14.17,Dance,Yes,Average,Low,Yes,Regular,Chronic,No,High,Good,Low,Fail
1770,13,Male,8,A,72,59,81,56,69,94,1,Yes,Post Graduate,35093,Van,17.89,Sports,Yes,Poor,Medium,Yes,Irregular,Minor,No,Low,Good,Medium,Pass
1771,8,Male,1,D,71,73,88,61,88,69,3,Yes,High School,32071,Van,1.07,Dance,No,Good,Low,Yes,Regular,Chronic,Yes,High,Good,High,Pass
1772,9,Female,5,C,76,53,35,56,71,93,4,Yes,High School,62460,Van,4.8,None,No,Good,Low,No,Irregular,Minor,Yes,Medium,Average,High,Fail
1773,15,Female,5,B,51,66,57,73,96,67,3,Yes,High School,41163,Van,1.09,None,Yes,Good,Low,No,Regular,Chronic,Yes,Medium,Average,Low,Pass
1774,10,Male,10,A,36,82,75,57,41,81,1,No,High School,15148,Cycle,4.21,Music,No,Poor,Medium,Yes,Regular,Chronic,No,Low,Average,Low,Pass
1775,14,Male,8,D,71,95,62,75,62,70,1,No,Post Graduate,78279,Walk,15.62,Music,No,Poor,High,Yes,Irregular,Chronic,Yes,Medium,Good,Medium,Fail
1776,12,Female,11,A,49,39,97,54,88,70,1,No,High School,29776,Walk,19.84,Dance,Yes,Poor,High,Yes,Regular,Minor,No,Medium,Excellent,Medium,Fail
1777,10,Male,11,A,75,66,86,41,62,88,2,Yes,High School,19300,Walk,19.09,None,No,Average,High,No,Irregular,None,Yes,Medium,Good,Low,Pass
1778,14,Female,7,A,42,76,79,49,58,73,2,No,Post Graduate,73949,Walk,19.05,None,No,Good,Low,No,Irregular,None,No,Medium,Average,Medium,Pass
1779,12,Female,9,D,95,94,40,38,71,83,3,Yes,Post Graduate,39090,Walk,10.65,Sports,Yes,Good,Low,Yes,Irregular,Minor,No,High,Good,Low,Pass
1780,7,Female,9,B,92,48,77,49,82,82,7,No,Post Graduate,63666,Cycle,2.57,None,No,Good,High,No,Regular,None,Yes,High,Average,Low,Fail
1781,11,Male,9,A,48,82,86,77,59,96,4,Yes,Graduate,31666,Bus,14.03,Sports,Yes,Poor,Low,Yes,Irregular,None,No,Low,Excellent,Medium,Fail
1782,13,Female,4,C,98,73,70,60,50,92,6,Yes,Post Graduate,38056,Bus,6.07,Sports,No,Poor,Medium,Yes,Irregular,Chronic,No,High,Average,High,Pass
1783,13,Female,2,A,69,68,48,53,75,68,4,Yes,Graduate,23073,Van,8.31,None,No,Good,Low,Yes,Irregular,None,Yes,Low,Average,Low,Fail
1784,10,Male,8,B,90,54,61,61,55,68,5,No,High School,15509,Van,5.19,Sports,No,Poor,Medium,No,Irregular,None,Yes,Medium,Excellent,High,Fail
1785,10,Male,8,B,66,86,51,87,84,61,2,No,High School,57540,Van,14.55,Music,No,Good,High,Yes,Irregular,Chronic,Yes,Medium,Average,High,Pass
1786,17,Female,6,B,99,82,93,44,84,92,4,No,Post Graduate,48836,Bus,15.86,None,Yes,Average,Low,No,Regular,Minor,No,Medium,Good,Low,Fail
1787,8,Male,4,B,44,66,88,38,46,92,7,No,Graduate,23715,Cycle,10.64,Dance,Yes,Poor,Low,Yes,Irregular,None,No,Low,Good,Medium,Pass
1788,5,Male,2,B,93,46,35,42,39,82,5,Yes,High School,58722,Van,6.78,None,Yes,Average,Low,No,Regular,None,No,Low,Good,Low,Pass
1789,13,Male,3,C,44,71,97,59,56,76,2,No,Graduate,58533,Bus,10.15,Sports,Yes,Good,Medium,No,Irregular,Minor,No,Medium,Good,High,Pass
1790,13,Female,8,B,53,64,97,58,73,90,7,Yes,Graduate,23935,Cycle,10.43,None,No,Poor,Medium,Yes,Regular,Minor,Yes,High,Excellent,Medium,Fail
1791,10,Female,3,D,48,81,58,95,41,81,5,No,Graduate,39374,Walk,2.62,Music,No,Good,Low,No,Irregular,Minor,Yes,High,Good,Low,Pass
1792,6,Male,2,A,79,39,52,43,96,98,2,No,Post Graduate,35053,Van,13.38,Music,Yes,Poor,Low,Yes,Irregular,Chronic,Yes,Low,Excellent,High,Fail
1793,7,Female,9,C,74,73,76,68,71,68,7,Yes,High School,22484,Van,14.98,Dance,No,Average,Medium,No,Irregular,Minor,No,High,Excellent,Medium,Pass
1794,14,Male,7,B,49,47,88,40,90,79,6,No,High School,35406,Van,5.73,Dance,Yes,Poor,Low,No,Regular,None,No,Low,Excellent,Medium,Pass
1795,13,Female,2,C,64,36,59,44,51,93,4,Yes,Graduate,31076,Cycle,14.0,Sports,No,Poor,Low,Yes,Regular,None,No,Medium,Average,High,Fail
1796,5,Female,2,C,49,81,44,93,54,62,7,Yes,Post Graduate,25097,Cycle,15.98,Dance,Yes,Poor,Low,Yes,Irregular,Minor,No,Low,Average,Medium,Fail
1797,6,Female,2,D,39,66,94,95,39,84,1,Yes,Post Graduate,41053,Van,15.85,Sports,No,Poor,High,No,Irregular,Chronic,No,Medium,Excellent,High,Pass
1798,8,Male,5,C,41,69,47,95,94,65,4,Yes,Graduate,83730,Van,9.59,Music,No,Poor,Low,No,Irregular,None,Yes,Medium,Good,Low,Pass
1799,12,Female,7,C,94,38,74,93,82,85,6,Yes,High School,10546,Van,6.2,None,Yes,Poor,Medium,Yes,Irregular,None,No,High,Average,High,Fail
1800,13,Male,10,C,97,63,58,88,87,71,2,Yes,Post Graduate,83391,Van,6.43,None,No,Good,High,No,Regular,Minor,Yes,Medium,Excellent,Low,Fail
1801,6,Male,6,C,98,91,76,44,41,68,4,Yes,Graduate,67264,Bus,5.94,Sports,Yes,Poor,Low,Yes,Regular,Chronic,Yes,High,Average,High,Pass
1802,7,Male,3,B,98,48,87,42,50,74,3,Yes,Post Graduate,37710,Walk,17.76,Sports,No,Average,High,Yes,Regular,None,No,High,Excellent,Low,Fail
1803,8,Female,6,B,77,78,66,64,48,62,3,No,Post Graduate,94375,Van,8.54,Music,Yes,Poor,Low,Yes,Irregular,Minor,No,Low,Average,Low,Pass
1804,6,Male,10,B,97,86,38,98,85,97,2,Yes,High School,72960,Bus,19.17,Music,No,Good,Low,No,Regular,None,Yes,Medium,Excellent,Low,Pass
1805,10,Female,12,C,97,88,79,75,48,66,7,Yes,Graduate,45138,Bus,13.74,None,No,Good,Low,Yes,Regular,Minor,Yes,Low,Excellent,Low,Fail
1806,7,Female,5,B,88,76,49,45,74,87,5,Yes,High School,55055,Walk,17.8,None,No,Poor,Low,Yes,Regular,Chronic,Yes,Medium,Excellent,Low,Fail
1807,6,Male,8,D,85,98,61,89,89,61,5,Yes,Post Graduate,29526,Cycle,19.16,Music,No,Good,Medium,No,Regular,Chronic,No,Medium,Average,Low,Fail
1808,16,Male,9,D,35,81,78,74,89,63,5,No,High School,15050,Bus,16.11,None,No,Good,Low,Yes,Regular,Minor,Yes,Low,Good,High,Pass
1809,9,Male,3,A,97,45,36,69,51,89,7,Yes,High School,68992,Van,11.74,Music,No,Poor,High,No,Regular,None,No,Medium,Good,Medium,Pass
1810,6,Female,9,D,58,72,80,53,37,74,1,Yes,Post Graduate,96542,Van,1.85,Sports,Yes,Poor,Medium,No,Irregular,Chronic,No,Low,Good,Medium,Pass
1811,10,Female,7,B,94,55,51,73,91,69,5,No,Graduate,95265,Bus,1.06,Sports,No,Good,Low,Yes,Irregular,Chronic,Yes,Medium,Average,Low,Fail
1812,16,Male,2,A,87,77,58,83,44,82,1,Yes,Graduate,10691,Cycle,11.43,None,Yes,Poor,Low,Yes,Regular,Chronic,No,High,Average,Medium,Fail
1813,8,Male,2,C,47,65,36,67,45,62,5,No,Post Graduate,41377,Van,6.27,None,No,Poor,Medium,No,Regular,Chronic,No,Medium,Good,Low,Fail
1814,15,Male,10,D,37,74,44,37,49,85,7,No,Post Graduate,10798,Bus,0.98,Dance,No,Poor,Medium,No,Regular,None,No,High,Average,High,Fail
1815,8,Female,3,B,47,73,88,64,77,77,5,No,High School,48648,Bus,12.41,None,No,Average,Low,Yes,Regular,Chronic,Yes,High,Excellent,High,Fail
1816,12,Female,1,D,75,55,65,72,78,83,1,No,High School,83920,Bus,1.93,Dance,No,Average,Low,Yes,Regular,None,Yes,High,Good,High,Pass
1817,10,Male,12,C,43,71,53,84,97,89,1,No,Post Graduate,14164,Van,16.3,Music,Yes,Good,Low,Yes,Regular,None,Yes,Medium,Good,Medium,Pass
1818,14,Female,7,B,76,68,71,74,60,80,2,Yes,Post Graduate,41101,Walk,18.65,Sports,Yes,Poor,Medium,Yes,Irregular,Minor,No,Low,Average,Low,Pass
1819,6,Female,9,A,45,80,41,47,53,72,2,Yes,High School,70401,Van,18.13,None,No,Average,Medium,No,Regular,None,Yes,Medium,Average,Medium,Pass
1820,16,Female,8,D,78,60,35,45,93,63,6,Yes,Post Graduate,27237,Bus,14.24,None,Yes,Poor,Low,No,Regular,None,Yes,Medium,Excellent,Medium,Pass
1821,9,Female,2,D,97,92,98,97,74,82,2,No,Post Graduate,76535,Bus,10.26,Music,No,Poor,Medium,Yes,Irregular,Chronic,No,Low,Average,Low,Pass
1822,8,Female,2,C,86,44,41,74,38,61,5,Yes,High School,49436,Cycle,13.21,Sports,Yes,Average,Medium,Yes,Regular,Minor,No,High,Good,Medium,Fail
1823,14,Male,7,D,72,74,73,61,91,79,1,No,Graduate,23881,Walk,14.83,Music,Yes,Poor,High,No,Regular,None,No,Low,Good,Low,Fail
1824,17,Female,8,C,80,78,99,95,79,96,2,No,Graduate,71075,Cycle,14.95,Music,No,Poor,High,Yes,Regular,None,Yes,High,Excellent,Low,Fail
1825,7,Female,11,B,57,48,81,45,68,65,6,No,Post Graduate,49155,Walk,12.52,Sports,No,Good,Low,Yes,Irregular,Chronic,Yes,Medium,Good,Medium,Fail
1826,10,Female,1,D,69,57,71,54,81,76,6,Yes,Graduate,55209,Van,17.94,Music,No,Good,Low,Yes,Irregular,Minor,Yes,High,Excellent,Medium,Pass
1827,14,Female,12,B,74,80,86,56,44,94,6,No,Graduate,44936,Walk,14.07,Dance,No,Good,High,Yes,Regular,None,Yes,Low,Excellent,Medium,Pass
1828,11,Male,10,A,76,86,35,91,90,80,3,No,Post Graduate,58589,Bus,3.63,Dance,Yes,Poor,High,No,Regular,Chronic,Yes,High,Good,High,Pass
1829,15,Female,8,C,80,72,78,91,82,82,2,Yes,Post Graduate,60276,Bus,13.0,Music,Yes,Good,High,No,Irregular,None,No,Low,Average,Low,Fail
1830,16,Female,9,A,72,63,63,92,48,70,3,No,Post Graduate,24606,Van,12.14,Dance,No,Poor,Medium,No,Regular,Minor,Yes,High,Excellent,Low,Fail
1831,10,Female,10,C,60,99,44,48,56,71,6,Yes,High School,59348,Cycle,11.12,None,No,Poor,Medium,Yes,Regular,None,Yes,Medium,Excellent,High,Pass
1832,17,Female,8,D,74,50,99,43,65,89,7,Yes,Graduate,78318,Walk,16.41,Sports,No,Average,Low,No,Irregular,None,Yes,Low,Average,Medium,Pass
1833,7,Female,4,C,53,54,53,55,66,91,4,No,Graduate,75593,Van,19.43,Dance,Yes,Good,Low,Yes,Regular,None,No,Low,Average,Medium,Fail
1834,10,Female,8,C,91,58,40,70,44,74,2,Yes,Graduate,99866,Bus,17.97,Music,No,Poor,High,Yes,Regular,Minor,No,Low,Excellent,High,Fail
1835,11,Male,8,D,66,69,71,46,59,93,7,No,Graduate,87220,Van,4.36,None,Yes,Good,Low,Yes,Irregular,Minor,Yes,Medium,Excellent,Medium,Pass
1836,7,Female,7,C,62,64,48,93,43,71,6,No,High School,34431,Bus,4.38,None,No,Poor,Medium,No,Regular,None,Yes,Medium,Good,Low,Pass
1837,9,Female,1,D,55,49,86,97,92,96,5,No,High School,16466,Cycle,18.8,Sports,Yes,Average,Medium,Yes,Regular,Chronic,Yes,Medium,Excellent,Medium,Pass
1838,5,Female,4,C,73,58,75,66,36,87,3,No,Post Graduate,29616,Walk,8.44,Music,Yes,Poor,Medium,No,Irregular,Chronic,No,High,Excellent,Low,Pass
1839,12,Male,2,A,60,72,71,53,38,87,2,Yes,High School,10022,Van,6.63,Dance,No,Good,High,No,Regular,Minor,Yes,High,Average,High,Fail
1840,15,Female,9,A,56,99,99,46,35,74,1,Yes,Post Graduate,20245,Cycle,18.2,Dance,No,Average,Medium,Yes,Irregular,Chronic,Yes,Low,Good,High,Fail
